artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Leftover Crack,Logged In,Lily,F,1,Burns,254.98077,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54062E+12,1058,Clear Channel (Fuck Off!),200,1.5435E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Tiny Vipers,Logged In,Chloe,F,19,Cuevas,210.23302,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,They Might Follow You,200,1.5435E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Miley Cyrus,Logged In,Rylan,M,5,George,236.85179,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,The Climb,200,1.5435E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Foolish Things,Logged In,Ryan,M,2,Smith,266.86649,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,1046,Who Can Compare,200,1.5435E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Justin Bieber,Logged In,Chloe,F,20,Cuevas,220.89098,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Somebody To Love,200,1.5435E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Jarabe De Palo,Logged In,Rylan,M,6,George,283.14077,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Tiempo,200,1.5435E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Kings Of Leon,Logged In,James,M,0,Martin,238.8371,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1.54081E+12,761,Happy Alone,200,1.5435E+12,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),79
Clarence Carter,Logged In,Ryan,M,3,Smith,161.4624,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,1046,I Smell A Rat (LP Version),200,1.5435E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
,Logged In,Ryan,M,4,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,Logout,1.54102E+12,1046,,307,1.5435E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Purple Ribbon All-Stars feat. Big Boi,Logged In,Chloe,F,21,Cuevas,242.83383,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Kryptonite (Radio Edit) (feat. Big Boi),200,1.5435E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Hannah Montana,Logged In,Rylan,M,7,George,202.03057,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Old Blue Jeans,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged Out,,,5,,,free,,GET,Home,,1046,,200,1.54351E+12,,
,Logged Out,,,6,,,free,,PUT,Login,,1046,,307,1.54351E+12,,
Iyaz,Logged In,Chloe,F,22,Cuevas,181.9424,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Replay,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
,Logged In,Ryan,M,7,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1.54102E+12,1046,,200,1.54351E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Plastilina Mosh,Logged In,Ryan,M,8,Smith,236.56444,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,1046,Aquamosh,200,1.54351E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Common,Logged In,Rylan,M,8,George,144.16934,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Be (Intro),200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Chris Brown,Logged In,Chloe,F,23,Cuevas,275.1473,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,I May Never Find,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
iio,Logged In,Rylan,M,9,George,217.80853,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Runaway (Original),200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Eric B. & Rakim,Logged In,Ryan,M,9,Smith,224.23465,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,1046,Eric B. Is On The Cut,200,1.54351E+12,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Carla Thomas,Logged In,Rylan,M,10,George,174.62812,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,A Woman's Love   (LP Version),200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Five Finger Death Punch,Logged In,Chloe,F,24,Cuevas,180.32281,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Falling in Hate,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Sting,Logged In,Rylan,M,11,George,285.93587,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Desert Rose,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Chiodos,Logged In,Chloe,F,25,Cuevas,143.20281,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,If I Cut My Hair_ Hawaii Will Sink (Album Version),200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Dion & The Belmonts,Logged In,Chloe,F,26,Cuevas,138.65751,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,I Wonder Why,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
T.I.,Logged In,Rylan,M,12,George,261.98159,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Prayin For Help (Amended Album Version),200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
The Black Keys,Logged In,Chloe,F,27,Cuevas,224.49587,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Sinister Kid,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Bon Iver,Logged In,Rylan,M,13,George,218.98404,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Flume,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
OneRepublic,Logged In,Chloe,F,28,Cuevas,237.97506,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,All The Right Moves,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Cameo,Logged In,Rylan,M,14,George,263.52281,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Word Up,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Mos Def / Slick Rick,Logged In,Chloe,F,29,Cuevas,274.442,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Auditorium,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
HAMMERFALL,Logged In,Rylan,M,15,George,236.01587,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Hallowed Be My Name,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Plies,Logged In,Chloe,F,30,Cuevas,223.65995,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,I Am The Club (Explicit Album Version),200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Slaid Cleaves,Logged In,Rylan,M,16,George,198.76526,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Hearts Break,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Todd Barry,Logged In,Chloe,F,31,Cuevas,126.82404,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Sugar Ray (LP Version),200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Taylor Swift,Logged In,Chloe,F,32,Cuevas,245.36771,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,The Way I Loved You,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Minnie Riperton,Logged In,Rylan,M,17,George,287.79057,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Inside My Love,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Flying Lotus,Logged In,Chloe,F,33,Cuevas,181.52444,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Comet Course,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Muse,Logged In,Rylan,M,18,George,211.12118,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Can't Take My Eyes Off You,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Edenbridge,Logged In,Chloe,F,34,Cuevas,137.69098,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Elsewhere,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Frank Ifield,Logged In,Rylan,M,19,George,138.23955,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Hong Kong Blues,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Dwight Yoakam,Logged In,Chloe,F,35,Cuevas,239.3073,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,You're The One,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Jay-Z,Logged In,Rylan,M,20,George,245.68118,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Threat,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Angels and Airwaves,Logged In,Chloe,F,36,Cuevas,302.05342,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,The Gift,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Stone Sour,Logged In,Rylan,M,21,George,236.77342,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Idle Hands (Album Version),200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Dwight Yoakam,Logged In,Chloe,F,37,Cuevas,239.3073,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,You're The One,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
The Airborne Toxic Event,Logged In,Rylan,M,22,George,237.13914,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Wishing Well,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
3 Doors Down,Logged In,Chloe,F,38,Cuevas,237.13914,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Here Without You,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Hazmat Modine,Logged In,Rylan,M,23,George,285.02159,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Dry Spell,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
OneRepublic,Logged In,Chloe,F,39,Cuevas,224.67873,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Secrets,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Liz Phair,Logged In,Rylan,M,24,George,187.34975,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Fuck and Run,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Nickelback,Logged In,Chloe,F,40,Cuevas,238.18404,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Far Away (Album Version),200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Massive Attack,Logged In,Rylan,M,25,George,326.60853,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Girl I Love You,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Madonna,Logged In,Chloe,F,41,Cuevas,266.89261,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Beat Goes On [Featuring Kanye West] (Album Version),200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Sick Puppies,Logged In,Rylan,M,26,George,227.83955,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Don't Walk Away,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Pixies,Logged In,Chloe,F,42,Cuevas,184.2673,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Bone Machine,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Andres Calamaro,Logged In,Rylan,M,27,George,65.88036,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Mi Marfil,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Aesop Rock,Logged In,Chloe,F,43,Cuevas,245.65506,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,None Shall Pass (Main),200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
The Subways,Logged In,Rylan,M,28,George,182.17751,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,With You,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Enya,Logged In,Rylan,M,29,George,179.90485,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,To Go Beyond (II),200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
P!nk,Logged In,Chloe,F,44,Cuevas,227.02975,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Glitter In The Air,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
,Logged In,Avery,F,0,Martinez,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1.54065E+12,1017,,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
JosÃÂ© Gonzalez,Logged In,Rylan,M,30,George,158.48444,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Heartbeats,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Passion,Logged In,Avery,F,1,Martinez,405.10649,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54065E+12,1017,Better Is One Day (Stereo Trax),200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
The Cat Empire,Logged In,Chloe,F,45,Cuevas,316.65587,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Two Shoes,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Mariah Carey,Logged In,Rylan,M,31,George,246.09914,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Someday,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Restiform Bodies,Logged In,Rylan,M,32,George,229.14567,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Interactive Halloween Bear,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Alice Deejay,Logged In,Avery,F,2,Martinez,216.5024,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54065E+12,1017,Better Off Alone,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Interpol,Logged In,Chloe,F,46,Cuevas,200.202,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Next Evil,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Usher featuring will.i.am,Logged In,Aleena,F,0,Kirby,395.72853,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,1003,OMG,200,1.54351E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Lupe Fiasco feat. Matthew Santos,Logged In,Chloe,F,47,Cuevas,213.34159,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Fighters (feat. Matthew Santos) (Amended Album Version),200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Los AutÃÂ©nticos Decadentes,Logged In,Avery,F,3,Martinez,218.48771,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54065E+12,1017,La Guitarra,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Brand New Disaster,Logged In,Rylan,M,33,George,190.82404,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,At Least It's Raining,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Shinedown,Logged In,Rylan,M,34,George,229.43302,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Breaking Inside (Album Version),200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Cocorosie,Logged In,Chloe,F,48,Cuevas,232.17587,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,The Moon Asked The Crow,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
LegiÃÂ£o Urbana,Logged In,Avery,F,4,Martinez,307.3824,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54065E+12,1017,Pais E Filhos,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Cameo,Logged In,Aleena,F,1,Kirby,211.98322,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,1003,Word Up!,200,1.54351E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,2,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,About,1.54102E+12,1003,,200,1.54351E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,3,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1.54102E+12,1003,,200,1.54351E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Atmosphere,Logged In,Rylan,M,35,George,244.61016,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,Dreamer,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Matthew Good,Logged In,Aleena,F,4,Kirby,319.16363,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,1003,Born Losers,200,1.54351E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
The Avett Brothers,Logged In,Chloe,F,49,Cuevas,227.99628,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,January Wedding,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
James Newton Howard,Logged In,Alivia,F,0,Terrell,141.5571,free,"Parkersburg-Vienna, WV",PUT,NextSong,1.54051E+12,1054,I'm Sorry,200,1.54351E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",4
Lily Allen,Logged In,Avery,F,5,Martinez,206.65424,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54065E+12,1017,The Fear,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Kings Of Leon,Logged In,Chloe,F,50,Cuevas,201.79546,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Revelry,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Eric B. & Rakim,Logged In,Rylan,M,36,George,281.86077,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,I Know You Got Soul,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Eminem,Logged In,Avery,F,6,Martinez,248.2673,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54065E+12,1017,Hello,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
David Gray,Logged In,Chloe,F,51,Cuevas,217.33832,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,1041,Stella The Artist,200,1.54351E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Sade,Logged In,Rylan,M,37,George,278.46485,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,983,The Sweetest Taboo,200,1.54351E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
